customer_id,first_name,last_name,age,gender,postal_code,email,phone_number,membership_status,join_date,last_purchase_date,total_spending,average_order_value,frequency,preferred_category,churned
101,Léa,King,60.0,M,69003,Lking@orange.fr,,Basic,2095-05-14 09:59:03,1960-08-01 16:20:44,205.92,1124.64,26,Macaron,False
102,Chloé,Smith,31.0,F,69006,CSMITH@HOTMAIL.COM,,Gold,2074-01-15 09:25:25,1902-09-17 09:34:19,744.21,4403.42,24,Bread,False
103,Harper,Robinson,38.0,M,69006,harperr@yahoo.com,,Basic,2022-01-25 15:35:57,2024-01-01 13:52:06,929.52,42.25,22,Pastries,False
104,Ethan,Rodriguez,54.0,F,69001,ETHAN_RODRIGUEZ@YANDEX.COM,,Basic,2033-03-23 15:48:38,2023-07-17 12:16:48,731.21,33.24,22,Unknown,False
105,Ava,Allen,50.0,F,69006,Ava.allen@hotmail.com,,Silver,2000-03-16 11:53:00,2023-05-18 14:39:45,629.48,16.57,38,Bread,True
106,Amélie,Schmidt,45.0,F,69003,Amélie.schmidt@protonmail.com,,Gold,2023-11-18 13:44:37,2029-01-10 09:30:59,776.1,38.8,20,Bread,False
107,Mia,Leroy,67.0,F,69003,Mia.leroy@yahoo.com,,Gold,2024-01-01 13:18:38,2023-03-09 16:12:10,840.89,5191.52,23,Pastries,True
108,Finn,Weber,34.0,F,69003,finnw@laposte.net,,Silver,2016-11-10 09:39:28,2023-12-13 14:59:36,455.76,455.76,1,Pastries,False
109,Chloe,Dubois,21.0,F,69007,Chloed@yahoo.com,,Basic,2023-05-15 16:15:12,2023-12-26 16:18:03,579.15,115.83,5,Pastries,True
110,Hannah,Miller,28.0,F,69007,hmiller@web.de,Vb|:{&<^kzh,Silver,2023-08-06 11:59:05,2040-10-23 11:54:36,704.1,25.15,28,Pastries,False
111,Harry,Hoffmann,48.0,F,69002,harry.hoffmann@laposte.net,,Silver,2022-11-06 13:32:33,2023-06-09 12:27:14,920.32,61.35,15,Tarte,False
112,Henry,Harris,40.0,F,69007,Henryharris@outlook.com,,Silver,2024-01-01 14:45:34,2023-03-26 11:21:41,709.73,17.31,41,Pastries,True
113,James,Moreau,67.0,M,69001,james_moreau@outlook.com,,Gold,2024-01-01 09:53:16,1923-09-16 16:44:31,266.9,7.63,35,Tarte,False
114,Charlotte,Adams,38.0,F,69007,charlottea@web.de,,BASIC,1986-09-30 10:20:46,2023-10-13 15:05:28,468.31,11.42,41,Tarte,False
115,Paul,Richard,25.0,F,69007,Paul.richard@yandex.com,,Silver,2019-09-28 10:00:00,2010-03-29 10:50:02,566.45,15.31,37,Pastries,False
116,Benjamin,Garcia,59.0,F,69001,Benjamin_garcia@protonmail.com,,Basic,2025-01-02 12:41:56,2023-09-10 12:16:54,713.8,18.3,39,Bread,Yes
117,Emma,Meyer,18.0,M,69006,Emmam@yahoo.com,,Gold,2028-04-28 13:20:13,2023-12-20 09:57:59,341.27,17.96,19,Macaron,False
118,Amelia,Bernard,36.0,F,69002,ameliab@outlook.com,Z{|wD!.E}!,Gold,2024-01-01 16:00:41,2023-12-19 10:59:13,619.42,15.49,40,Pastries,False
119,Sophie,Anderson,33.0,M,69003,SOPHIE.ANDERSON@FREE.FR,,BASIC,2023-09-24 13:40:52,1900-06-12 10:17:40,507.18,56.35,9,Bread,True
120,Lukas,Hall,66.0,M,69002,Lhall@protonmail.com,,Silver,2021-04-18 15:35:54,2023-06-13 09:55:28,380.82,13.13,29,Unknown,False
121,Alexander,White,49.0,M,69001,ALEXANDER_WHITE@ICLOUD.COM,,GOLD,2025-01-02 12:11:13,2023-12-13 13:17:02,708.7,78.74,9,Pastries,False
122,Thomas,Johnson,21.0,M,69003,thomasj@orange.fr,,basic,2023-07-11 11:56:24,2079-07-30 15:20:30,160.38,5.17,31,Bread,False
123,Lucas,Martin,45.0,M,69003,LUCAS_MARTIN@FREE.FR,,gold,2022-10-20 15:19:10,2023-09-08 15:18:47,248.04,22.55,11,Bread,False
124,Marie,Müller,47.0,F,69002,MARIEM@ORANGE.FR,,Silver,1942-03-06 15:23:40,2022-11-12 15:31:06,724.87,241.62,3,,False
125,Oliver,Schneider,47.0,F,69002,Olivers@yahoo.com,,Gold,2024-01-01 13:39:31,2028-11-05 15:09:12,179.67,7.49,24,Unknown,False
126,Louis,Robert,41.0,M,69001,louis_robert@hotmail.com,,Silver,2072-12-21 10:55:12,2024-01-01 10:57:55,669.56,17.17,39,Bread,True
127,Hugo,Scott,48.0,,69003,Hugos@gmx.de,,Silver,2030-06-04 12:49:12,2018-06-01 11:08:43,72.08,36.04,2,Macaron,True
128,Liam,Becker,41.0,M,69002,Lbecker@gmail.com,,Basic,2021-03-02 16:23:35,2023-05-28 15:38:10,854.2,17.08,50,Pastries,True
129,William,Martinez,36.0,F,69003,wmartinez@gmx.de,,Silver,2023-07-25 15:05:07,2019-10-30 09:35:35,617.9,12.87,48,Pastries,False
130,Mason,Thompson,23.0,F,69006,MASONT@YANDEX.COM, ()--,gold,2024-09-14 13:39:07,1929-05-18 10:12:40,468.12,17.34,27,Tarte,False
131,Jack,Fischer,45.0,F,69002,jack_fischer@free.fr,,Silver,2024-01-01 13:05:11,2024-01-01 13:06:05,135.05,4.82,28,Macaron,True
132,Noah,Lewis,53.0,M,69006,NOAH.LEWIS@ICLOUD.COM,,SILVER,2022-08-09 15:40:53,2024-01-01 16:21:41,493.63,17.63,28,Bread,1
133,Emily,Walker,41.0,U,69001,Emilywalker@icloud.com,,Basic,2021-03-21 16:03:27,2023-12-19 10:23:58,63.03,1.47,43,To Be Determined,False
134,Isabella,Laurent,57.0,F,69003,isabellal@free.fr,"bMQ@d""Sg>%S",Basic,2021-08-16 12:14:59,2024-01-01 15:43:55,313.07,14819.12,3,,False
135,Emma,Brown,25.0,M,69006,EMMA.BROWN@GMX.DE,,Silver,2023-07-28 09:23:59,2024-01-01 16:39:41,403390.35,28.09,8,Pastries,False
136,Leon,Jackson,53.0,F,69003,leon.jackson@gmail.com,,Silver,2031-10-17 13:09:51,1948-03-31 11:53:41,247.61,6.04,41,Pastries,False
137,Sophia,Young,42.0,Other,69001,Sophia_young@mail.com,,Basic,2022-11-02 16:48:35,2024-01-01 10:49:37,571.91,571.91,1,Pastries,False
138,Olivia,Clark,70.0,F,69006,Olivia.clark@wanadoo.fr,,Silver,2021-07-08 14:27:36,2014-09-26 13:37:32,715.55,14.6,49,Macaron,True
139,Sophie,Petit,20.0,F,69006,sophiep@yandex.com,,Gold,2024-01-01 14:50:22,2076-12-09 11:57:57,704.28,176.07,4,Tarte,False
140,Léa,Wilson,26.0,F,69006,lwilson@hotmail.com,,Gold,2024-01-01 09:51:27,2050-08-07 11:13:20,703.87,24.27,29,Bread,True
141,Chloé,Durand,46.0,M,69003,CHLOÉ.DURAND@OUTLOOK.COM,,Silver,2021-04-11 15:20:35,2019-06-25 16:12:54,342.51,12.23,28,TBD,False
142,Harper,Baker,45.0,M,69001,HARPER.BAKER@YANDEX.COM,,Basic,2023-10-14 11:21:50,2042-07-10 09:02:24,134.98,5.4,25,Tarte,False
143,Ethan,Schulz,44.0,F,69006,ETHANSCHULZ@YANDEX.COM,,Basic,2022-03-21 12:42:51,2023-12-07 10:38:33,443.88,34.14,13,Macaron,0
144,Ava,Moore,20.0,M,69001,ava.moore@yandex.com,,BASIC,2024-01-01 10:27:49,1951-01-29 15:14:53,72.67,3.82,19,Pastries,False
145,Amélie,Wright,62.0,M,69002,AMÉLIE.WRIGHT@HOTMAIL.COM,,Silver,2023-03-13 09:20:56,1974-07-13 12:44:06,147818.25,2.5,33,Pastries,False
146,Mia,Thomas,52.0,M,69007,mia_thomas@orange.fr,,Silver,2037-06-19 12:27:54,2023-09-02 14:11:57,108.22,2.21,49,Bread,Yes
147,Finn,Simon,55.0,M,69007,FSIMON@PROTONMAIL.COM,pN.}Q~kWDv\,Gold,1944-12-12 09:39:32,2023-12-11 12:15:39,792.34,20.85,38,Pastries,False
148,Chloe,Taylor,29.0,F,69003,chloet@free.fr,,Basic,2023-03-26 14:14:51,2076-03-18 09:27:19,499.59,62.45,8,Macaron,False
149,Hannah,Wagner,49.0,F,69001,Hannah.wagner@gmail.com,,Basic,2019-06-08 10:39:43,2023-12-07 13:27:00,578.68,22.26,26,Tarte,False
150,Harry,Green,65.0,F,69002,Harrygreen@protonmail.com,,Gold,2022-11-23 16:23:17,2023-03-23 10:12:04,131.69,2.99,44,Tarte,True
151,Henry,King,35.0,M,69003,HKING@GMX.DE,\&[x*$w#Bl,Basic,2001-08-14 09:42:03,2015-09-26 16:55:56,481.66,14.6,33,Tarte,False
152,James,Smith,35.0,F,69006,James_smith@laposte.net,,Gold,2026-06-17 09:54:23,2023-07-13 10:08:36,740.88,21.17,35,Macaron,False
153,Charlotte,Robinson,45.0,M,69002,CHARLOTTER@WANADOO.FR,,gold,1948-11-09 14:35:26,2023-11-23 16:54:50,361.8,9.52,38,Pastries,False
154,Paul,Rodriguez,42.0,M,69007,paul_rodriguez@laposte.net,,Silver,2024-01-01 11:48:46,2022-06-16 11:55:06,363.27,181.63,2,Macaron,True
155,Benjamin,Allen,45.0,M,69001,benjamin_allen@yahoo.com,,Basic,2019-07-26 12:21:55,2023-06-01 13:50:18,266.39,15.67,17,Bread,False
156,Emma,Schmidt,66.0,F,69001,EMMA_SCHMIDT@OUTLOOK.COM,,Gold,2030-04-08 13:57:05,2015-02-09 09:04:28,682.74,62.07,11,Bread,False
157,Amelia,Leroy,45.0,M,69003,aleroy@orange.fr,,Basic,2031-06-01 12:49:13,2024-01-01 09:20:06,523.49,43.62,12,Macaron,False
158,Sophie,Weber,43.0,M,69007,SOPHIE_WEBER@GMAIL.COM,,Basic,2023-11-14 09:00:35,2005-09-14 13:02:19,939.23,19.17,49,Macaron,False
159,Lukas,Dubois,41.0,Unknown,69006,ldubois@yahoo.com,,GOLD,2013-09-27 12:01:06,2023-01-14 11:30:15,687.82,36.2,19,Macaron,False
160,Alexander,Miller,44.0,F,69003,alexander.miller@orange.fr,,Silver,2024-01-01 14:11:20,2023-12-03 13:36:25,629.95,314.98,2,,False
161,Thomas,Hoffmann,45.0,F,69003,THOMAS.HOFFMANN@MAIL.COM,,Basic,2024-01-01 10:46:30,2023-05-15 13:30:04,944.89,67.49,14,Pastries,True
162,Lucas,Harris,26.0,F,69003,lharris@orange.fr,,Gold,2023-10-03 14:39:30,2023-11-19 13:12:01,995.14,23.14,43,Pastries,False
163,Marie,Moreau,20.0,M,69001,Mmoreau@wanadoo.fr,,Silver,2021-08-12 16:41:37,2023-09-23 12:59:23,614.36,12.54,49,To Be Determined,False
164,Oliver,Adams,60.0,F,69006,OLIVERA@FREE.FR,,silver,2021-04-18 13:01:59,1986-07-07 14:26:45,369.05,1218.36,43,Tarte,True
