customer_id,first_name,last_name,age,gender,postal_code,email,phone_number,membership_status,join_date,last_purchase_date,total_spending,average_order_value,frequency,preferred_category,churned
101,Léa,King,60.0,M,69003,Lking@orange.fr,33765451688,Basic,2095-05-14 15:26:50,1960-08-01 11:37:11,205.92,1124.64,26,Macaron,False
102,Chloé,Smith,31.0,F,69006,CSMITH@HOTMAIL.COM,0,Gold,2074-01-15 12:19:07,1902-09-17 10:25:57,744.21,4403.42,24,Bread,False
103,Harper,Robinson,38.0,M,69006,harperr@yahoo.com,33148254771,Basic,2022-01-25 12:49:46,2024-01-01 12:15:16,929.52,42.25,22,Pastries,False
104,Ethan,Rodriguez,54.0,F,69001,ETHAN_RODRIGUEZ@YANDEX.COM,33118046627,Basic,2033-03-23 16:18:18,2023-07-17 12:11:58,731.21,33.24,22,Unknown,False
105,Ava,Allen,50.0,F,69006,Ava.allen@hotmail.com,33267246001,Silver,2000-03-16 16:47:24,2023-05-18 12:03:29,629.48,16.57,38,Bread,True
106,Amélie,Schmidt,45.0,F,69003,Amélie.schmidt@protonmail.com,33410798418,Gold,2023-11-18 13:48:21,2029-01-10 11:10:33,776.1,38.8,20,Bread,False
107,Mia,Leroy,67.0,F,69003,Mia.leroy@yahoo.com,33440143651,Gold,2024-01-01 12:11:18,2023-03-09 09:02:19,840.89,5191.52,23,Pastries,True
108,Finn,Weber,34.0,F,69003,finnw@laposte.net,33249004719,Silver,2016-11-10 15:54:19,2023-12-13 16:51:15,455.76,455.76,1,Pastries,False
109,Chloe,Dubois,21.0,F,69007,Chloed@yahoo.com,33124046901,Basic,2023-05-15 09:26:05,2023-12-26 10:17:38,579.15,115.83,5,Pastries,True
110,Hannah,Miller,28.0,F,69007,hmiller@web.de,6,Silver,2023-08-06 12:03:22,2040-10-23 12:27:11,704.1,25.15,28,Pastries,False
111,Harry,Hoffmann,48.0,F,69002,harry.hoffmann@laposte.net,33413173236,Silver,2022-11-06 11:18:53,2023-06-09 12:09:44,920.32,61.35,15,Tarte,False
112,Henry,Harris,40.0,F,69007,Henryharris@outlook.com,33482989535,Silver,2024-01-01 14:46:24,2023-03-26 15:50:10,709.73,17.31,41,Pastries,True
113,James,Moreau,67.0,M,69001,james_moreau@outlook.com,33378908896,Gold,2024-01-01 12:14:37,1923-09-16 10:08:10,266.9,7.63,35,Tarte,False
114,Charlotte,Adams,38.0,F,69007,charlottea@web.de,33551328360,BASIC,1986-09-30 11:32:52,2023-10-13 13:41:40,468.31,11.42,41,Tarte,False
115,Paul,Richard,25.0,F,69007,Paul.richard@yandex.com,33724009690,Silver,2019-09-28 16:04:33,2010-03-29 09:56:34,566.45,15.31,37,Pastries,False
116,Benjamin,Garcia,59.0,F,69001,Benjamin_garcia@protonmail.com,33844144576,Basic,2025-01-02 16:40:09,2023-09-10 16:07:30,713.8,18.3,39,Bread,Yes
117,Emma,Meyer,18.0,M,69006,Emmam@yahoo.com,33304782347,Gold,2028-04-28 10:37:24,2023-12-20 13:38:40,341.27,17.96,19,Macaron,False
118,Amelia,Bernard,36.0,F,69002,ameliab@outlook.com,26,Gold,2024-01-01 09:25:11,2023-12-19 09:25:08,619.42,15.49,40,Pastries,False
119,Sophie,Anderson,33.0,M,69003,SOPHIE.ANDERSON@FREE.FR,33355106205,BASIC,2023-09-24 10:02:13,1900-06-12 10:31:15,507.18,56.35,9,Bread,True
120,Lukas,Hall,66.0,M,69002,Lhall@protonmail.com,33682568671,Silver,2021-04-18 11:06:52,2023-06-13 11:34:47,380.82,13.13,29,Unknown,False
121,Alexander,White,49.0,M,69001,ALEXANDER_WHITE@ICLOUD.COM,33402406005,GOLD,2025-01-02 09:52:36,2023-12-13 13:14:14,708.7,78.74,9,Pastries,False
122,Thomas,Johnson,21.0,M,69003,thomasj@orange.fr,33940215217,basic,2023-07-11 14:19:53,2079-07-30 10:29:09,160.38,5.17,31,Bread,False
123,Lucas,Martin,45.0,M,69003,LUCAS_MARTIN@FREE.FR,33659507525,gold,2022-10-20 16:16:27,2023-09-08 13:41:59,248.04,22.55,11,Bread,False
124,Marie,Müller,47.0,F,69002,MARIEM@ORANGE.FR,33452993536,Silver,1942-03-06 10:36:29,2022-11-12 15:07:19,724.87,241.62,3,,False
125,Oliver,Schneider,47.0,F,69002,Olivers@yahoo.com,33704360544,Gold,2024-01-01 16:39:29,2028-11-05 14:26:11,179.67,7.49,24,Unknown,False
126,Louis,Robert,41.0,M,69001,louis_robert@hotmail.com,33587452449,Silver,2072-12-21 09:12:03,2024-01-01 12:15:04,669.56,17.17,39,Bread,True
